Search keyword report
"August 8, 2020 - August 14, 2020"
Device,Keyword status,Keyword,Campaign,Ad group,Currency code,Status,Max. CPC,Impr.,Impr. (Top) %,Search impr. share,Search top IS,Cost,Clicks,Conversions,Click share,Match type,Search exact match IS,Search lost top IS (rank)
TV screens,Enabled, +FLEET +TRACKING +DEVICE,M7M2-Fleet Size Booster,b--c-fleet tracking device-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +FLEET +TRACKING +DEVICE,M7M2-Fleet Size Booster,b--c-fleet tracking device-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +FLEET +TRACKING +DEVICE,M7M2-Fleet Size Booster,b--c-fleet tracking device-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +FLEET +TRACKING +DEVICE,M7M2-Fleet Size Booster,b--c-fleet tracking device-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +FLEET +TRACKING +DEVICE,M7M2-Fleet Size Booster,b--c-fleet tracking device-Google,USD,Eligible, --,302,69.87%,39.68%,27.98%,330.26,6,2.00,11.42%,Broad match, --,35.94%
Other,Enabled,[TRAILER TRACKING SYSTEM],M7M2-Fleet Size Booster,e--c-trailer tracking system-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TRAILER TRACKING SYSTEM],M7M2-Fleet Size Booster,e--c-trailer tracking system-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TRAILER TRACKING SYSTEM],M7M2-Fleet Size Booster,e--c-trailer tracking system-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[DISPATCH SOFTWARE],M7M2-OTHERS,e--c-dispatch software-Google,USD,Campaign paused,26.68,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled, +GPS +TRUCK +TRACKING,M7M2-TRUCK,b--c-gps truck tracking-Google,USD,Campaign paused,34.10,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +GPS +TRUCK +TRACKING,M7M2-TRUCK,b--c-gps truck tracking-Google,USD,Campaign paused,34.10,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +GPS +TRUCK +TRACKING,M7M2-TRUCK,b--c-gps truck tracking-Google,USD,Campaign paused,34.10,29,72.41%,74.36%,55.26%,53.41,2,0.00,32.83%,Broad match, --,44.74%
Tablets,Enabled, +GPS +TRUCK +TRACKING,M7M2-TRUCK,b--c-gps truck tracking-Google,USD,Campaign paused,34.10,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +GPS +TRUCK +TRACKING,M7M2-TRUCK,b--c-gps truck tracking-Google,USD,Campaign paused,34.10,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--c-truck tracking-Google,USD,Campaign paused,7.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--c-truck tracking-Google,USD,Campaign paused,7.60,89,94.38%,53.61%,50.60%,33.68,6,1.00,37.48%,Broad match, --,49.40%
Tablets,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--c-truck tracking-Google,USD,Campaign paused,7.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--c-truck tracking-Google,USD,Campaign paused,7.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--c-truck tracking-Google,USD,Campaign paused,7.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TRUCK +ROUTING,M7M2-TRUCK,b--c-truck routing-Bing,USD,Campaign paused,2.60,9,44.44%,25.71%,11.43%,2.26,1,0.00,16.97%,Broad match, --,88.57%
Mobile phones,Enabled, +TRUCK +ROUTING,M7M2-TRUCK,b--c-truck routing-Bing,USD,Campaign paused,2.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +TRUCK +ROUTING,M7M2-TRUCK,b--c-truck routing-Bing,USD,Campaign paused,2.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRUCK +ROUTING,M7M2-TRUCK,b--c-truck routing-Bing,USD,Campaign paused,2.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TRUCK +ROUTING,M7M2-TRUCK,b--c-truck routing-Bing,USD,Campaign paused,2.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--m-truck tracking-Google,USD,Campaign paused,1.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--m-truck tracking-Google,USD,Campaign paused,1.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--m-truck tracking-Google,USD,Campaign paused,1.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--m-truck tracking-Google,USD,Campaign paused,1.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TRUCK +TRACKING,M7M2-TRUCK,b--m-truck tracking-Google,USD,Campaign paused,1.30,4,75.00%,< 10%,< 10%,0.87,1,0.00,< 10%,Broad match, --,> 90%
Mobile phones,Enabled, +GPS +TRUCK +TRACKER,M7M2-TRUCK,b--m-gps truck tracker-Google,USD,Campaign paused,13.90,31,66.67%,60.00%,41.67%,1.33,1,0.00,31.77%,Broad match, --,58.33%
Computers,Enabled, +GPS +TRUCK +TRACKER,M7M2-TRUCK,b--m-gps truck tracker-Google,USD,Campaign paused,13.90,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +GPS +TRUCK +TRACKER,M7M2-TRUCK,b--m-gps truck tracker-Google,USD,Campaign paused,13.90,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +GPS +TRUCK +TRACKER,M7M2-TRUCK,b--m-gps truck tracker-Google,USD,Campaign paused,13.90,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +GPS +TRUCK +TRACKER,M7M2-TRUCK,b--m-gps truck tracker-Google,USD,Campaign paused,13.90,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--m-truck dispatching-Google,USD,Campaign paused,15.20,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--m-truck dispatching-Google,USD,Campaign paused,15.20,123,76.42%,62.76%,48.96%,46.49,7,0.00,42.24%,Phrase match, --,51.04%
Other,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--m-truck dispatching-Google,USD,Campaign paused,15.20,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--m-truck dispatching-Google,USD,Campaign paused,15.20,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Tablets,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--m-truck dispatching-Google,USD,Campaign paused,15.20,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled, +TRUCK +DISPATCHING +SOFTWARE,M7M2-TRUCK,b--c-truck dispatching software-Google,USD,Campaign paused,33.49,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TRUCK +DISPATCHING +SOFTWARE,M7M2-TRUCK,b--c-truck dispatching software-Google,USD,Campaign paused,33.49,5,100.00%,100.00%,100.00%,33.44,1,1.00,44.86%,Broad match, --,0.00%
Tablets,Enabled, +TRUCK +DISPATCHING +SOFTWARE,M7M2-TRUCK,b--c-truck dispatching software-Google,USD,Campaign paused,33.49,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRUCK +DISPATCHING +SOFTWARE,M7M2-TRUCK,b--c-truck dispatching software-Google,USD,Campaign paused,33.49,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TRUCK +DISPATCHING +SOFTWARE,M7M2-TRUCK,b--c-truck dispatching software-Google,USD,Campaign paused,33.49,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled,"""TRUCK NAVIGATION""",M7M2-TRUCK,p--m-truck navigation-Google,USD,Campaign paused,2.60,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TRUCK NAVIGATION""",M7M2-TRUCK,p--m-truck navigation-Google,USD,Campaign paused,2.60,54,87.04%,46.96%,43.93%,10.49,5,0.00,28.05%,Phrase match, --,56.07%
TV screens,Enabled,"""TRUCK NAVIGATION""",M7M2-TRUCK,p--m-truck navigation-Google,USD,Campaign paused,2.60,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TRUCK NAVIGATION""",M7M2-TRUCK,p--m-truck navigation-Google,USD,Campaign paused,2.60,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TRUCK NAVIGATION""",M7M2-TRUCK,p--m-truck navigation-Google,USD,Campaign paused,2.60,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--m-truck dispatch-Google,USD,Campaign paused,9.56,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--m-truck dispatch-Google,USD,Campaign paused,9.56,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--m-truck dispatch-Google,USD,Campaign paused,9.56,159,81.17%,49.04%,40.72%,38.68,5,1.00,39.09%,Broad match, --,59.28%
Computers,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--m-truck dispatch-Google,USD,Campaign paused,9.56,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--m-truck dispatch-Google,USD,Campaign paused,9.56,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled,"""TRUCK GPS APP""",M7M2-TRUCK,p--c-truck gps app-Google,USD,Campaign paused,8.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TRUCK GPS APP""",M7M2-TRUCK,p--c-truck gps app-Google,USD,Campaign paused,8.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TRUCK GPS APP""",M7M2-TRUCK,p--c-truck gps app-Google,USD,Campaign paused,8.70,31,93.55%,77.50%,72.50%,8.17,1,0.00,51.14%,Phrase match, --,27.50%
TV screens,Enabled,"""TRUCK GPS APP""",M7M2-TRUCK,p--c-truck gps app-Google,USD,Campaign paused,8.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Tablets,Enabled,"""TRUCK GPS APP""",M7M2-TRUCK,p--c-truck gps app-Google,USD,Campaign paused,8.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled, +TRUCK +TRACKER,M7M2-TRUCK,b--m-truck tracker-Google,USD,Campaign paused,1.40,7,85.71%,11.29%,10.00%,1.70,2,0.00,20.30%,Broad match, --,90.00%
TV screens,Enabled, +TRUCK +TRACKER,M7M2-TRUCK,b--m-truck tracker-Google,USD,Campaign paused,1.40,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TRUCK +TRACKER,M7M2-TRUCK,b--m-truck tracker-Google,USD,Campaign paused,1.40,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TRUCK +TRACKER,M7M2-TRUCK,b--m-truck tracker-Google,USD,Campaign paused,1.40,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +TRUCK +TRACKER,M7M2-TRUCK,b--m-truck tracker-Google,USD,Campaign paused,1.40,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled,"""TRUCK GPS SYSTEM""",M7M2-TRUCK,p--m-truck gps system-Google,USD,Campaign paused,11.40,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TRUCK GPS SYSTEM""",M7M2-TRUCK,p--m-truck gps system-Google,USD,Campaign paused,11.40,346,88.15%,79.54%,80.26%,162.61,31,1.00,42.88%,Phrase match, --,19.74%
Tablets,Enabled,"""TRUCK GPS SYSTEM""",M7M2-TRUCK,p--m-truck gps system-Google,USD,Campaign paused,11.40,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TRUCK GPS SYSTEM""",M7M2-TRUCK,p--m-truck gps system-Google,USD,Campaign paused,11.40,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TRUCK GPS SYSTEM""",M7M2-TRUCK,p--m-truck gps system-Google,USD,Campaign paused,11.40,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,"""TRUCK ROUTING""",M7M2-TRUCK,p--c-truck routing-Bing,USD,Campaign paused,8.60,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Tablets,Enabled,"""TRUCK ROUTING""",M7M2-TRUCK,p--c-truck routing-Bing,USD,Campaign paused,8.60,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TRUCK ROUTING""",M7M2-TRUCK,p--c-truck routing-Bing,USD,Campaign paused,8.60,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TRUCK ROUTING""",M7M2-TRUCK,p--c-truck routing-Bing,USD,Campaign paused,8.60,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TRUCK ROUTING""",M7M2-TRUCK,p--c-truck routing-Bing,USD,Campaign paused,8.60,428,84.58%,66.67%,57.01%,152.45,25,0.00,59.58%,Phrase match, --,42.99%
Other,Enabled,[TRUCK TRACKING DEVICE],M7M2-TRUCK,e--c-truck tracking device-Google,USD,Campaign paused,33.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TRUCK TRACKING DEVICE],M7M2-TRUCK,e--c-truck tracking device-Google,USD,Campaign paused,33.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[TRUCK TRACKING DEVICE],M7M2-TRUCK,e--c-truck tracking device-Google,USD,Campaign paused,33.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[TRUCK TRACKING DEVICE],M7M2-TRUCK,e--c-truck tracking device-Google,USD,Campaign paused,33.30,5,100.00%,71.43%,71.43%,24.28,1,0.00,52.89%,Exact match, --,28.57%
Tablets,Enabled,[TRUCK TRACKING DEVICE],M7M2-TRUCK,e--c-truck tracking device-Google,USD,Campaign paused,33.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[TRAILER TRACKING SYSTEM],M7M2-Fleet Size Booster,e--c-trailer tracking system-Google,USD,Eligible, --,146,73.97%,61.09%,46.55%,216.31,6,1.00,24.47%,Exact match, --,21.12%
TV screens,Enabled,[TRAILER TRACKING SYSTEM],M7M2-Fleet Size Booster,e--c-trailer tracking system-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,"""LOJACK""",M7M2-Fleet Size Booster,p--c-lojack-Google,USD,Eligible, --,937,88.47%,33.96%,30.27%,276.60,19,0.00,30.76%,Phrase match, --,28.22%
Other,Enabled,"""LOJACK""",M7M2-Fleet Size Booster,p--c-lojack-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,"""LOJACK""",M7M2-Fleet Size Booster,p--c-lojack-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Tablets,Enabled,"""LOJACK""",M7M2-Fleet Size Booster,p--c-lojack-Google,USD,Eligible, --,75,80.00%,52.45%,41.38%,9.30,2,0.00,39.89%,Phrase match, --,29.66%
Mobile phones,Enabled,"""LOJACK""",M7M2-Fleet Size Booster,p--c-lojack-Google,USD,Eligible, --,"1,050",94.38%,45.89%,44.76%,369.03,48,2.00,47.28%,Phrase match, --,5.24%
TV screens,Enabled,[SKYBITZ],M7M2-Fleet Size Booster,e--c-skybitz-Google,USD,Rarely shown (low Quality Score), --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[SKYBITZ],M7M2-Fleet Size Booster,e--c-skybitz-Google,USD,Rarely shown (low Quality Score), --,2,100.00%,50.00%,50.00%,0.00,0,0.00, --,Exact match, --,25.00%
Other,Enabled,[SKYBITZ],M7M2-Fleet Size Booster,e--c-skybitz-Google,USD,Rarely shown (low Quality Score), --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[SKYBITZ],M7M2-Fleet Size Booster,e--c-skybitz-Google,USD,Rarely shown (low Quality Score), --,64,98.44%,53.33%,52.94%,11.11,3,0.00,52.20%,Exact match, --,21.85%
Computers,Enabled,[SKYBITZ],M7M2-Fleet Size Booster,e--c-skybitz-Google,USD,Rarely shown (low Quality Score), --,57,87.72%,13.60%,11.88%,0.00,0,0.00, --,Exact match, --,47.98%
Computers,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--c-truck dispatch-Bing,USD,Campaign paused,44.47,432,94.21%,94.53%,89.25%,508.38,24,0.00,83.94%,Broad match, --,10.75%
Mobile phones,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--c-truck dispatch-Bing,USD,Campaign paused,44.47,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--c-truck dispatch-Bing,USD,Campaign paused,44.47,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--c-truck dispatch-Bing,USD,Campaign paused,44.47,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRUCK +DISPATCH,M7M2-TRUCK,b--c-truck dispatch-Bing,USD,Campaign paused,44.47,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled,[TRUCK ROUTING APP],M7M2-TRUCK,e--m-truck routing app-Google,USD,Campaign paused,3.60,31,93.55%,59.62%,55.77%,11.02,5,0.00,28.24%,Exact match, --,44.23%
TV screens,Enabled,[TRUCK ROUTING APP],M7M2-TRUCK,e--m-truck routing app-Google,USD,Campaign paused,3.60,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[TRUCK ROUTING APP],M7M2-TRUCK,e--m-truck routing app-Google,USD,Campaign paused,3.60,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TRUCK ROUTING APP],M7M2-TRUCK,e--m-truck routing app-Google,USD,Campaign paused,3.60,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TRUCK ROUTING APP],M7M2-TRUCK,e--m-truck routing app-Google,USD,Campaign paused,3.60,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TRUCK MANAGEMENT SOFTWARE],M7M2-TRUCK,e--c-truck management software-Google,USD,Campaign paused,35.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TRUCK MANAGEMENT SOFTWARE],M7M2-TRUCK,e--c-truck management software-Google,USD,Campaign paused,35.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[TRUCK MANAGEMENT SOFTWARE],M7M2-TRUCK,e--c-truck management software-Google,USD,Campaign paused,35.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TRUCK MANAGEMENT SOFTWARE],M7M2-TRUCK,e--c-truck management software-Google,USD,Campaign paused,35.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[TRUCK MANAGEMENT SOFTWARE],M7M2-TRUCK,e--c-truck management software-Google,USD,Campaign paused,35.30,30,83.33%,55.56%,46.30%,26.90,1,1.00,34.08%,Exact match, --,53.70%
Other,Enabled,"""TRUCK TRACKER""",M7M2-TRUCK,p--m-truck tracker-Google,USD,Campaign paused,6.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TRUCK TRACKER""",M7M2-TRUCK,p--m-truck tracker-Google,USD,Campaign paused,6.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,"""TRUCK TRACKER""",M7M2-TRUCK,p--m-truck tracker-Google,USD,Campaign paused,6.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TRUCK TRACKER""",M7M2-TRUCK,p--m-truck tracker-Google,USD,Campaign paused,6.70,86,94.05%,67.74%,63.71%,26.81,13,0.00,56.46%,Phrase match, --,36.29%
Tablets,Enabled,"""TRUCK TRACKER""",M7M2-TRUCK,p--m-truck tracker-Google,USD,Campaign paused,6.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--c-truck dispatching-Google,USD,Campaign paused,10.70,28,75.00%,73.68%,55.26%,40.80,4,0.00,73.33%,Phrase match, --,44.74%
Tablets,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--c-truck dispatching-Google,USD,Campaign paused,10.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--c-truck dispatching-Google,USD,Campaign paused,10.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--c-truck dispatching-Google,USD,Campaign paused,10.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,"""TRUCK DISPATCHING""",M7M2-TRUCK,p--c-truck dispatching-Google,USD,Campaign paused,10.70,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled, +VEHICLE +TRACKING +SYSTEM,M7M2-VEHICLE,b--c-vehicle tracking system-Bing,USD,Campaign paused,14.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +VEHICLE +TRACKING +SYSTEM,M7M2-VEHICLE,b--c-vehicle tracking system-Bing,USD,Campaign paused,14.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +VEHICLE +TRACKING +SYSTEM,M7M2-VEHICLE,b--c-vehicle tracking system-Bing,USD,Campaign paused,14.70,10,80.00%,41.67%,33.33%,14.31,1,0.00,30.91%,Broad match, --,66.67%
Tablets,Enabled, +VEHICLE +TRACKING +SYSTEM,M7M2-VEHICLE,b--c-vehicle tracking system-Bing,USD,Campaign paused,14.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +VEHICLE +TRACKING +SYSTEM,M7M2-VEHICLE,b--c-vehicle tracking system-Bing,USD,Campaign paused,14.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--m-vehicle gps tracking device-Google,USD,Campaign paused,12.40,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--m-vehicle gps tracking device-Google,USD,Campaign paused,12.40,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--m-vehicle gps tracking device-Google,USD,Campaign paused,12.40,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--m-vehicle gps tracking device-Google,USD,Campaign paused,12.40,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--m-vehicle gps tracking device-Google,USD,Campaign paused,12.40,276,80.80%,57.14%,51.74%,119.71,15,0.00,27.72%,Exact match, --,48.26%
Mobile phones,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,285,99.65%,95.64%,95.62%,45.40,48,2.00,84.42%,Exact match, --,4.38%
Tablets,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Tablets,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,42,95.24%,100.00%,95.24%,23.16,10,0.00,92.58%,Phrase match, --,4.76%
Computers,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,44,93.18%,100.00%,93.18%,45.83,5,0.00,89.89%,Broad match, --,6.82%
Other,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-C,USD,Eligible,4.53,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +VEHICLE +TRACKING +AND,M7M2-VEHICLE,b--c-vehicle tracking and-Google,USD,Campaign paused,24.20,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
